Country,Year,DT.TDS.MLAT.PG.ZS,NY.ADJ.AEDU.CD,NY.ADJ.NNTY.PC.CD,NY.TTF.GNFS.KN,SL.EMP.MPYR.FE.ZS,SL.EMP.MPYR.ZS,SL.EMP.WORK.ZS,SL.TLF.0714.SW.MA.ZS,SL.TLF.0714.ZS,SL.WAG.0714.FE.ZS,SE.COM.DURS,SE.ENR.PRIM.FM.ZS,SE.ENR.SECO.FM.ZS,SE.ENR.TERT.FM.ZS,SE.PRM.UNER,SE.PRM.UNER.ZS,SE.XPD.PRIM.ZS,SE.XPD.SECO.ZS,SE.XPD.TERT.ZS,SH.ALC.PCAP.LI,SH.DTH.INJR.ZS,SH.H2O.BASW.ZS,SH.STA.ANVC.ZS,SH.STA.BASS.ZS,SH.XPD.CHEX.GD.ZS,SH.XPD.CHEX.PC.CD,SP.DYN.CBRT.IN,SP.POP.DPND.OL,SL.EMP.MPYR.ZS,SL.EMP.WORK.ZS,SL.UEM.ADVN.ZS,SL.UEM.BASC.ZS
AFG,2010,100.0,444324240.243129,506.922383976213,-13409757567.434143,0.13328797006024,0.732702331196668,9.95054021546731,53.8317981608774,9.3,11.77,9.0,0.679809987545013,0.497850000858307,0.282059997320175,,,62.13647,26.69373,9.03217,0.012,11.0309239785858,48.8269685242371,59.6,35.4774709901664,8.56967163,46.57987976,40.602,4.834730209368164,0.732702331196668,9.95054021546731,7.86,7.38
AFG,2011,100.0,520334664.430149,568.5774104983402,-13409757567.434143,0.191748208594459,0.852739446132598,10.4591134729955,53.8317981608774,9.3,11.77,9.0,0.712580025196075,0.554260015487671,0.334769994020462,,,61.97491,26.62432,8.98621,0.008,12.1027321195252,51.4723764683198,47.9,37.16457222165,8.56190777,52.36304855,39.855,4.8091488109972795,0.852739446132598,10.4591134729955,7.86,7.38
AFG,2012,100.0,569623570.938043,607.6121178130627,-13409757567.434143,0.28122668072657,1.01923580344974,11.0374592873854,53.8317981608774,9.3,11.77,9.0,0.72026002407074,0.557489991188049,0.3119933307170867,,,59.11301,25.39486,12.74171,0.004,13.1745402604646,54.1494916362474,51.2,38.8603050336229,7.89716864,52.61354065,40.009,4.767237122741078,1.01923580344974,11.0374592873854,7.86,7.38
AFG,2013,100.0,576468821.935881,598.8995846163791,-13409757567.434143,0.692153267388837,1.56122873996822,11.5740163457043,53.8317981608774,9.3,11.77,9.0,0.702859997749329,0.552259981632233,0.2892166674137113,,,60.00801,25.77935,11.75683,0.004,14.246348401404,56.8581415948124,57.2,40.564852379778,8.80596447,56.30554199,39.601,4.7374874770086315,1.56122873996822,11.5740163457043,7.86,7.38
AFG,2014,90.66591689034856,612803653.538383,577.2601843509807,-13409757567.434143,1.6218407609061,2.34716057764203,12.0373762202678,53.8317981608774,9.3,11.77,9.0,0.698249995708466,0.556400001049042,0.266440004110336,,,59.1065,25.39206,12.41128,0.004,15.318156542343399,59.5981581738121,63.2,42.2784026530125,9.52887821,60.18957901,39.105,4.690796787229189,2.34716057764203,12.0373762202678,7.86,7.38
AFG,2015,91.85402904702038,523532102.941459,550.241360031403,-13409757567.434143,1.54183924572303,2.24855970683173,12.6124442195564,53.8317981608774,9.3,11.77,9.0,0.68080997467041,0.557900011539459,0.284749999642372,,,56.69549,24.3563,15.95379,0.009,16.3899646832828,62.3696595585624,58.6,44.0013086436901,10.10534763,60.05854034,38.803,4.6442456380074955,2.24855970683173,12.6124442195564,10.393333333333334,9.014333333333333
AFG,2016,89.57291506403548,472166739.725436,485.79222940444083,-13409757567.434143,1.43628478426751,2.1461955417059,13.2170398465447,53.8317981608774,9.3,11.77,9.0,0.679369986057281,0.571280002593994,0.303059995174408,,,43.30205,21.83389,15.95379,0.013,16.614589444290075,65.1721622599667,64.4,45.7336021554717,11.81859016,61.48645782,37.936,4.606350886700883,2.1461955417059,13.2170398465447,12.926666666666668,10.648666666666667
AFG,2017,92.33383424060702,496707377.967453,498.04122115479777,-13409757567.434143,1.31886526126728,2.06539446620659,13.9048490796334,53.8317981608774,9.3,11.77,9.0,0.676169991493225,0.568419992923737,0.321369990706444,,,44.1906,22.25369,15.95379,0.017,16.83921420529735,68.0088715856643,70.2,47.4776157981306,12.62081718,66.90921783,37.342,4.572686609547709,2.06539446620659,13.9048490796334,15.46,12.283
AFG,2018,89.50493793573887,482833320.042869,467.28603443262836,-13409757567.434143,1.06083892273105,1.85747621026253,14.638503003613,53.8317981608774,9.3,11.77,9.0,0.666909992694855,0.57098001241684,0.33967998623848,,,44.1906,22.25369,15.95379,0.016,17.063838966304623,70.8799408932308,65.2,49.2341444226923,14.20841885,71.33430481,36.927,4.551607034241336,1.85747621026253,14.638503003613,15.101333333333335,11.889666666666667
AFG,2019,86.23557146431443,498263992.940825,469.4777601093305,-13409757567.434143,0.861191116866774,1.75439024461642,15.5577540253057,53.8317981608774,9.3,11.77,9.0,0.671689987182617,0.57098001241684,0.36048498749733,,,44.1906,22.25369,15.95379,0.016,17.2884637273119,73.7846429967308,65.2,51.0034810931108,14.83131981,74.23410797,36.466,4.536900979863376,1.75439024461642,15.5577540253057,14.742666666666667,11.496333333333332
AFG,2020,98.06443687421368,527512991.719678,476.8990597364072,-13409757567.434143,0.731483389106358,1.64325876937881,15.6660429093923,53.8317981608774,9.3,11.77,9.0,0.671689987182617,0.57098001241684,0.38128998875618,,,44.1906,22.25369,15.95379,0.011,17.2884637273119,76.72225540254,65.2,52.6490009350063,15.53361416,80.28805542,36.051,4.494552727491699,1.64325876937881,15.6660429093923,14.384,11.103
AFG,2021,100.0,386856048.870212,339.68211440290645,-16075521030.435272,0.690137430369356,1.59642292353191,17.7192065473579,53.8317981608774,9.3,11.77,9.0,0.671689987182617,0.57098001241684,0.38128998875618,,,44.1906,22.25369,15.95379,0.011,17.2884637273119,79.6930784589074,65.2,54.298589737252,21.82794952,81.31976318,35.842,4.437871824614169,1.59642292353191,17.7192065473579,9.781,6.754
AFG,2022,100.0,386856048.870212,339.68211440290645,-18224534105.740143,0.362038282321936,1.62021239725822,18.2593463798542,53.8317981608774,9.3,11.77,9.0,0.671689987182617,0.57098001241684,0.38128998875618,,,44.1906,22.25369,15.95379,0.011,17.2884637273119,82.1753711181706,65.2,55.9519412878114,21.82794952,81.31976318,35.143,4.395300154979428,1.62021239725822,18.2593463798542,9.781,6.754
AGO,2000,3.3070263973201697,222717170.981021,198.96180542282747,0.0,1.15965835369329,1.85087741912244,23.9749199850123,75.3,30.1,4.8,4.0,0.845690011978149,0.819239974021912,0.653519988059998,456460.0,12.9049797058105,36.49876,55.21764,8.2836,5.19,6.95205337204632,41.1443097881583,65.6,27.5575243295056,1.90859938,13.00008678,47.647,4.745733838068848,1.85087741912244,23.9749199850123,15.889,31.376
AGO,2001,0.4407212347478223,214983478.086083,251.39803243622455,0.0,1.18304293603148,1.87658901827446,24.0108483801605,75.3,30.1,4.8,4.0,0.845690011978149,0.781359970569611,0.653519988059998,456460.0,12.9049797058105,36.49876,55.21764,8.2836,5.19,7.0117085571768625,42.254675873402,65.6,28.9892228999424,4.48351622,28.92523384,47.574,4.818198526552194,1.87658901827446,24.0108483801605,15.889,31.376
AGO,2002,0.6096610376728726,387686651.838954,547.3541682930781,0.0,1.1953791163402,1.9009465534273,23.7037886246626,75.3,30.1,4.8,4.0,0.845690011978149,0.830349981784821,0.653519988059998,456460.0,12.9049797058105,36.49876,55.21764,8.2836,5.43,7.071363742307404,43.3768004555676,67.96666666666667,30.4224688661868,3.32946134,29.05480003,47.448,4.884550221073808,1.9009465534273,23.7037886246626,15.889,31.376
AGO,2003,0.6232371219680215,444784089.07438,653.3499891324276,10672509682.361938,1.21787888497277,1.92292934865934,23.9994500129665,75.3,30.1,4.8,4.0,0.845690011978149,0.819563319285711,0.6223455435699892,456460.0,12.9049797058105,36.49876,55.21764,8.2836,5.58,7.131018927437946,44.3638728219385,70.33333333333333,31.8560605984651,3.54797316,34.8696785,47.226,4.943270496601296,1.92292934865934,23.9994500129665,15.889,31.376
AGO,2004,0.6784589026055382,566741522.176667,772.3843392624523,62975403972.47632,1.23879774481605,1.94386523808958,24.5505708797878,75.3,30.1,4.8,4.0,0.845690011978149,0.808776656786601,0.5911710990799802,456460.0,12.9049797058105,36.49876,55.21764,8.2836,6.08,7.190674112568488,45.351334802482,72.69999999999999,33.2903908906274,3.96719909,49.77629852,47.099,4.99083459880497,1.94386523808958,24.5505708797878,15.889,31.376
AGO,2005,0.489184697156789,861382764.333161,1010.9782210553474,152284913290.69653,1.26069228468322,1.97009211452711,25.506776578268,75.3,30.1,4.8,4.0,0.845690011978149,0.7979899942874911,0.5599966545899713,456460.0,12.9049797058105,36.49876,55.21764,8.2836,6.69,7.250329297699031,46.336018417288,75.06666666666666,34.7226378362301,2.85219526,54.21235657,46.944,5.022378662301713,1.97009211452711,25.506776578268,13.9352,26.44
AGO,2006,0.27994726732183545,1173560198.48497,1367.0035328043075,318668274119.026,1.27271350804695,1.98954724707756,26.1395932377807,75.3,30.1,4.8,4.0,0.845690011978149,0.787203331788381,0.5288222100999624,456460.0,12.9049797058105,31.43351,42.42431,8.70122,7.27,7.309984482829572,47.1502307724816,77.43333333333334,35.9912829408025,2.68553543,69.76922607,46.643,5.040344183749947,1.98954724707756,26.1395932377807,11.9814,21.504
AGO,2007,0.22405585281395513,1613245661.23163,1469.135354183473,122458542160.9967,1.3130607837962,2.04400785289408,27.1869749544138,75.3,30.1,4.8,6.0,0.845690011978149,0.776416669289271,0.49764776560995355,456460.0,12.9049797058105,31.43351,42.42431,8.70122,7.61,7.369639667960114,47.9614692762391,79.8,37.2593050122209,2.97439122,92.84111786,46.29,5.046725665978602,2.04400785289408,27.1869749544138,10.0276,16.568
AGO,2008,0.7667692583322347,2285785167.17927,1509.092821191459,78017182512.20288,1.39293638836999,2.16078333404037,27.8699937204648,75.3,30.1,4.8,6.0,0.845690011978149,0.765630006790161,0.46647332111994466,456460.0,12.9049797058105,31.43351,42.42431,8.70122,7.78,7.429294853090656,48.7704037164953,78.775,38.5275103563643,3.32290339,135.63153076,45.889,5.0455202873761245,2.16078333404037,27.8699937204648,8.0738,11.632000000000001
AGO,2009,0.33385962797690233,2102907607.19003,1862.5677883238402,-223647469682.41614,1.46913138684253,2.26536397307028,27.5738513517278,75.3,30.1,4.8,6.0,0.836049973964691,0.759329974651337,0.43529887662993577,514145.0,14.0029602050781,31.43351,42.42431,8.70122,8.11,7.488950038221198,49.5751644888688,77.75,39.7942707753161,3.84260798,120.0315094,45.495,5.039956618160254,2.26536397307028,27.5738513517278,6.12,6.696
AGO,2010,0.6320926784483409,2635206624.60899,1869.182815688662,-5286450471.118408,1.9122917611854,3.0924579338725,28.0788915702807,75.3,30.1,4.8,6.0,0.799430012702942,0.678709983825684,0.4041244321399269,510812.0,13.3737297058105,31.43351,42.42431,8.70122,8.32,7.54860522335174,50.3768404281237,76.725,41.0607923213848,2.69509959,96.66415405,44.97,5.030766964335576,3.0924579338725,28.0788915702807,9.38,10.597
AGO,2011,0.5282953504111284,3567979650.801,2459.515403598244,165936172385.13306,2.4575282899704,4.18480528598035,28.1018662499241,75.3,30.1,4.8,6.0,0.629220008850098,0.640810012817383,0.372949987649918,550147.0,13.8166103363037,31.43351,42.42431,8.70122,8.59,7.736119337176728,51.1748356552453,75.7,42.3266654473422,2.64560771,121.91368866,44.364,5.017616914024768,4.18480528598035,28.1018662499241,12.64,14.498
AGO,2012,0.4204387924043586,4099254026.98071,2864.093618861422,138434141868.9381,2.78858787067523,4.40247766204657,31.0320550826153,75.3,30.1,4.8,6.0,0.690447509288788,0.6413160085678102,0.5888050049543385,550147.0,13.8166103363037,31.43351,42.42431,8.70122,8.61,7.923633451001716,51.9685419144087,76.88,43.5914724861148,2.39574957,121.79575348,43.86,5.002792331952176,4.40247766204657,31.0320550826153,10.343666666666667,14.641
AGO,2013,0.43985220157418947,4417558632.68442,3187.601760630561,96278982226.63599,3.12760259008417,4.60359537634641,33.8185478317955,75.3,30.1,4.8,6.0,0.751675009727478,0.6418220043182374,0.804660022258759,550147.0,13.8166103363037,31.43351,42.42431,8.70122,8.74,8.111147564826704,52.7573457655021,78.06,44.8547922195447,2.73282695,142.88616943,43.282,4.9807744803765575,4.60359537634641,33.8185478317955,8.047333333333334,14.783999999999999
AGO,2014,0.48632881691751073,4602044042.57063,3490.9215231181183,-15133424070.670654,3.46666072125107,4.78902226275054,36.6660974009409,75.3,30.1,4.8,6.0,0.812902510166168,0.6423280000686646,0.798945009708405,550147.0,13.8166103363037,31.43351,42.42431,8.70122,8.32,8.29866167865169,53.5415077905239,79.24,46.1170299677134,2.43412876,130.74234009,42.676,4.94741317021014,4.78902226275054,36.6660974009409,5.751,14.927
AGO,2015,0.7150813640756417,2955420043.59899,2374.5319963952716,-242608411491.23712,3.41673544490366,4.77397265140285,36.3326054501348,75.3,30.1,4.8,6.0,0.874130010604858,0.6428339958190918,0.793229997158051,550147.0,13.8166103363037,31.43351,42.42431,8.70122,7.76,8.48617579247668,54.316930612657,80.42,47.3744826098829,2.60579467,107.64356232,42.02,4.9267543139928485,4.77397265140285,36.3326054501348,8.3216,14.9476
AGO,2016,0.6549949006463667,1686512867.23382,1207.2152147198847,-153767100626.83612,3.4414549206133,4.77908144033805,36.0541089322192,75.3,30.1,4.8,6.0,0.903363227844238,0.643339991569519,0.83432000875473,550147.0,13.8166103363037,31.43351,42.42431,8.70122,7.01,8.636703697655491,55.0842725132132,81.6,48.6279413330122,2.71314979,94.1061554,41.377,4.920860892093329,4.77908144033805,36.0541089322192,10.892199999999999,14.9682
AGO,2017,0.8811962348741313,2310987799.41673,1501.6375310788096,-191506820722.15576,3.4583260263193,4.76476792932994,35.7969681279223,75.3,30.1,4.8,6.0,0.928512394428253,0.643339991569519,0.817591726779938,550147.0,13.8166103363037,31.43351,42.42431,8.70122,6.67,8.787231602834304,55.842909522296,81.6,49.8769829625562,2.79383755,112.85147095,40.81,4.920022912208098,4.76476792932994,35.7969681279223,13.4628,14.9888
AGO,2018,1.0028043276314995,2562668912.75516,1507.8634533232528,-109983915690.85059,3.48554905898399,4.73375464767448,35.5154523487121,75.3,30.1,4.8,6.0,0.936736643314362,0.643339991569519,0.817952215671539,550147.0,13.8166103363037,31.43351,42.42431,8.70122,6.17,8.937759508013118,56.5917487678333,81.6,51.120743995819,2.58879566,83.89920044,40.236,4.932187254494201,4.73375464767448,35.5154523487121,16.0334,15.0094
AGO,2019,1.4102993055885693,2250633348.4108,1328.7081430911744,48731743413.10132,3.48330061717673,4.67966751617557,34.833671292494,75.3,30.1,4.8,6.0,0.936736643314362,0.643339991569519,0.899158954620361,550147.0,13.8166103363037,31.43351,42.42431,8.70122,6.17,9.08828741319193,56.8830374949169,81.6,51.3936226824603,2.47517991,64.65779114,39.725,4.953994604999372,4.67966751617557,34.833671292494,18.604,15.03
AGO,2020,2.738405226323306,1753095950.05464,1100.9628339281144,-204739720545.44882,3.51220701184166,4.64226802825592,34.6666960474458,75.3,30.1,4.8,6.0,0.936736643314362,0.643339991569519,0.899158954620361,550147.0,13.8166103363037,31.43351,42.42431,8.70122,4.13,9.08828741319193,57.1677379228367,81.6,51.6603294206642,3.22070646,55.05102158,39.271,4.970832018076651,4.64226802825592,34.6666960474458,17.8575,13.6465
AGO,2021,2.1147326546137766,2216268401.89677,1232.9482332004493,-109345346517.50708,3.49477585981358,4.5978794714612,34.8836333614345,75.3,30.1,4.8,6.0,0.936736643314362,0.643339991569519,0.899158954620361,550147.0,13.8166103363037,31.43351,42.42431,8.70122,4.13,9.08828741319193,57.4467255251773,81.6,51.9216843631804,2.96010613,64.16342163,38.809,4.967733786871629,4.5978794714612,34.8836333614345,17.111,12.263
AGO,2022,2.8485088754727492,2216268401.89677,1232.9482332004493,-51782003297.33856,3.49873327086626,4.54518747118184,35.2093600990532,75.3,30.1,4.8,6.0,0.936736643314362,0.643339991569519,0.899158954620361,550147.0,13.8166103363037,31.43351,42.42431,8.70122,4.13,9.08828741319193,57.7195606692859,81.6,52.1772757616933,2.96010613,64.16342163,38.2,4.963379458221418,4.54518747118184,35.2093600990532,17.111,12.263
ALB,2000,38.50324428481441,103529106.762803,1038.9566857387326,20050033962.255615,0.887487592689905,3.28151624028714,35.5617935016971,57.9484,36.58605,1.2,8.0,0.997169971466064,0.96644002199173,1.26479995250702,4107.0,1.58229994773865,56.76693,19.83156,21.92905,4.43,7.74830028075972,86.3970439494077,95.3,89.4886714004041,5.94419765,65.1501236,17.076,12.488357885574942,3.28151624028714,35.5617935016971,2.32,3.937
ALB,2001,50.40359493914938,117813749.998257,1186.743382681234,25450816535.420593,0.913885625098644,3.35220703490949,36.5060345576105,61.71881148365422,33.66884,1.2,8.0,1.0153900384903,0.973630011081696,1.31436002254486,3630.0,1.43961000442505,56.76693,19.83156,21.92905,4.43,7.58762230357262,86.9040684917649,92.94999999999999,90.0309542893634,5.92584515,73.78884125,16.12,12.92784125387037,3.35220703490949,36.5060345576105,2.32,3.937
ALB,2002,36.733348662294006,130723337.479666,1308.2165516481723,24546170687.173737,0.946423893109772,3.40740013169048,37.4001862583534,65.48922296730844,30.75163,1.2,8.0,0.994340002536774,0.9704599976539613,1.34159004688263,4092.0,1.685779988765715,56.76693,19.83156,21.92905,4.57,7.42694432638552,87.4516357159612,90.6,90.605514785525,5.66464472,78.99478149,15.209,13.41616826506627,3.40740013169048,37.4001862583534,2.32,3.937
ALB,2003,49.00422468777992,170291092.371147,1699.3924893248652,21442222456.2706,0.97551912568306,3.44802679279199,38.3624067066096,69.25963445096266,27.83442,1.2,8.0,1.00943994522095,0.9672899842262267,1.36431002616882,4554.0,1.93194997310638,56.76693,19.83156,21.92905,4.58,7.26626634919842,87.9871967181199,92.76666666666667,91.1654586707594,5.91140795,106.29218292,14.668,13.939020136144014,3.44802679279199,38.3624067066096,2.949,5.7283333333333335
ALB,2004,48.41995273543406,218993873.393034,2171.0444204536498,25898098687.716644,1.03597507342635,3.53696711821661,39.2722167734704,73.03004593461688,24.91721,1.2,8.0,1.01349997520447,0.964119970798492,1.36783003807068,2807.0,1.24466001987457,56.76693,19.83156,21.92905,4.98,7.10558837201132,88.5105812614285,94.93333333333332,91.7106511759046,5.89364862,138.11340332,13.978,14.474891474660295,3.53696711821661,39.2722167734704,3.578,7.519666666666667
ALB,2005,50.26789369845467,246457134.928229,2437.801549598982,9783854803.683258,0.99058512861683,3.41677529642627,39.6206714112289,76.8004574182711,22.0,1.2,8.0,1.00536000728607,0.965430021286011,1.33887994289398,2213.75,0.9936400167644004,56.76693,19.83156,21.92905,5.3,6.94491039482422,89.0211858391228,97.1,92.3229745372511,5.72954512,152.12762451,13.235,14.99771739447881,3.41677529642627,39.6206714112289,4.207,9.311
ALB,2006,45.45634149538155,276848712.750801,2742.9336107387685,9789858780.675537,0.982949874457785,3.24177698244805,40.7642283028833,80.57086890192531,18.7,0.96,8.0,1.0084400177002,0.974629998207092,1.29716002941132,1620.5,0.7426200136542306,56.76693,19.83156,21.92905,5.64,6.784232417637121,89.5191349968004,97.14999999999999,92.9214092333686,5.63177013,166.81382751,12.539,15.489427426552005,3.24177698244805,40.7642283028833,9.91,11.7625
ALB,2007,51.13887350069013,334246631.06817,3229.9772015363887,12443279927.035767,0.958810911729273,3.21481577203893,41.9039894922508,84.34128038557954,15.4,0.72,8.0,1.0077600479126,0.992269992828369,1.30860996246338,1027.25,0.4916000105440608,56.76693,19.83156,21.92905,5.81,6.62355444045002,90.0041903832584,97.19999999999999,93.5057456524919,5.92609119,212.61096191,12.07,15.962551923202723,3.21481577203893,41.9039894922508,15.613,14.214
ALB,2008,50.61901669938379,397189689.982943,3830.340927282536,19266774225.17157,0.581976862547244,1.74710182347061,39.8292598575902,88.11169186923375,12.100000000000001,0.48,8.0,1.00249004364014,0.99889999628067,1.26893997192383,434.0,0.240580007433891,56.76693,19.83156,21.92905,6.0,6.46287646326292,90.4761498369914,97.25,94.0758130632297,5.50900269,240.41625977,11.868,16.41384665289119,1.74710182347061,39.8292598575902,12.679,11.372
ALB,2009,42.35470347509519,366306134.0879,3517.6091529858218,15560850052.011475,0.349501702757976,1.45972318479042,41.7097907432906,91.88210335288798,8.8,0.24,8.0,0.997179985046387,1.03197002410889,1.28373003005981,1055.0,0.482919991016388,56.76693,19.83156,21.92905,5.94,6.30219848607582,90.9344096153208,97.3,94.6311525971364,5.82603931,239.44386292,11.841,16.829934444534032,1.45972318479042,41.7097907432906,16.203,11.551
ALB,2010,28.41239252935854,367574831.061924,3509.842739337959,0.0,0.454937109055551,1.56847227832414,43.2984081710041,95.6525148365422,5.5,0.0,8.0,1.00642001628876,1.00547003746033,1.25866997241974,259.0,0.124779999256134,56.76693,19.83156,21.92905,5.9,6.14152050888872,91.3794796111017,96.3111111111111,95.1721612127179,6.23667669,255.31819153,11.92,17.230484350507083,1.56847227832414,43.2984081710041,14.145,12.739
ALB,2011,27.741144598936835,404295655.243036,3753.965485487136,-10354077187.812012,1.16972603285632,1.88528423047846,38.9215587394652,95.6525148365422,5.5,0.0,8.0,1.01557004451752,0.991559982299805,1.2440299987793,334.0,0.169939994812012,56.76693,19.83156,21.92905,5.58,5.738579347180821,91.8108885574113,95.32222222222222,95.6984954437804,6.18297672,274.77688599,12.035,17.647133494056167,1.88528423047846,38.9215587394652,15.603,12.307
ALB,2012,30.664054723678692,386165196.652801,3522.3728571434085,-8260476192.996948,0.986757457590214,1.52536598414686,36.939979558388,95.6525148365422,5.5,0.0,9.0,1.01601004600525,0.975859999656677,1.23923003673553,405.0,0.216979995369911,56.76693,19.83156,21.92905,5.37,5.33563818547292,92.2287785293112,94.33333333333333,96.2102708087274,6.15746212,262.2885437,12.227,18.102311133805042,1.52536598414686,36.939979558388,15.769,11.781
ALB,2013,51.840292907505855,413360041.921637,3757.6969462431935,-12035685466.985474,1.0696548229067,1.73862145014871,40.4817974264792,95.6525148365422,5.5,0.0,9.0,1.0222100019455,0.95973002910614,1.23276996612549,666.0,0.371250003576279,56.76693,19.83156,21.92905,5.04,4.93269702376502,92.631596058428,93.34444444444445,96.7065621641798,6.28286266,278.04251099,12.279,18.607386509205543,1.73862145014871,40.4817974264792,14.9,14.055
ALB,2014,49.956235828374616,420811677.830542,3844.277141014515,-11961371748.18518,0.546695890963142,1.94988132553394,42.0738204809065,95.6525148365422,5.5,0.0,9.0,1.03682005405426,0.9444500207901,1.24158000946045,1064.3333333333333,0.6307533383369459,56.76693,20.706609999999998,21.54252,5.0,4.5297558620571206,93.0200580597032,92.35555555555555,97.1880221308194,6.43451118,295.12359619,12.15,19.180199161972805,1.94988132553394,42.0738204809065,17.843,15.072
