Unnamed: 0,Country,Year,EG.CFT.ACCS.RU.ZS,EG.CFT.ACCS.UR.ZS,EG.ELC.ACCS.RU.ZS,EG.ELC.ACCS.UR.ZS,GC.XPN.COMP.CN,GC.XPN.COMP.ZS,NY.ADJ.AEDU.CD,NY.TTF.GNFS.KN,per_lm_alllm.adq_pop_tot,per_si_allsi.adq_pop_tot,SE.ADT.1524.LT.FE.ZS,SE.ADT.1524.LT.FM.ZS,SE.ADT.1524.LT.MA.ZS,SE.ADT.1524.LT.ZS,SE.ADT.LITR.FE.ZS,SE.ADT.LITR.MA.ZS,SE.ENR.PRIM.FM.ZS,SE.ENR.SECO.FM.ZS,SE.PRM.UNER,SE.PRM.UNER.FE,SE.PRM.UNER.FE.ZS,SE.PRM.UNER.MA,SE.PRM.UNER.MA.ZS,SE.SEC.UNER.LO.FE.ZS,SE.SEC.UNER.LO.MA.ZS,SE.SEC.UNER.LO.ZS,SE.XPD.SECO.ZS,SE.XPD.TERT.ZS,SH.DTH.INJR.ZS,SH.DTH.NCOM.ZS,SH.H2O.SMDW.ZS,SH.MED.CMHW.P3,SH.STA.ANVC.ZS,SH.STA.BASS.ZS,SH.STA.BRTC.ZS,SH.XPD.CHEX.PC.CD,SI.DST.50MD,SI.POV.MPUN,SL.EMP.MPYR.FE.ZS,SL.EMP.MPYR.MA.ZS,SL.EMP.MPYR.ZS,SL.EMP.WORK.FE.ZS,SL.EMP.WORK.MA.ZS,SL.TLF.0714.SW.FE.ZS,SL.TLF.0714.SW.MA.ZS,SL.TLF.0714.SW.ZS,SL.TLF.0714.WK.FE.ZS,SL.TLF.0714.WK.MA.ZS,SL.TLF.0714.WK.ZS,SL.TLF.0714.ZS,SL.UEM.ADVN.ZS,SL.UEM.BASC.ZS,SL.UEM.INTM.ZS,SL.WAG.0714.FE.ZS,SL.WAG.0714.MA.ZS,SL.WAG.0714.ZS,SP.ADO.TFRT,SP.M15.2024.FE.ZS,SP.M18.2024.FE.ZS,SP.MTR.1519.ZS,SP.POP.DPND.OL,SP.POP.DPND.YG
0,ABW,2000,,,100.0,100.0,,,75726749.5013877,,,,99.1663665771484,1.00286996364594,98.8817596435547,99.0264129638672,97.0713577270508,97.5373992919922,0.966870009899139,1.03342998027802,59.0,,,,,12.583270072937,7.9460301399231,10.2793302536011,27.69825,10.58496,,,,,,97.9731037869072,,,,,,,,,,,,,,,,,,,,,,,44.859,,,,9.909185887647672,33.30547295668247
1,ABW,2001,,,100.0,100.0,,,86352175.504874,,,,,,,,,,0.969399988651276,1.04673004150391,1.0,,,,,16.4353504180908,13.3284196853638,14.8881597518921,29.55082,12.16233,,,,,,98.0125082381901,,,,,,,,,,,,,,,,,,,,,,,40.543,,,,10.217942858943852,32.69930819294956
2,ABW,2002,,,100.0,100.0,,,85887084.3380439,,,,,,,,,,0.947759985923767,1.05376994609833,25.0,,,,,,,0.684260010719299,28.01178,11.84006,,,,,,98.051912689473,96.0,,,,,,,,,,,,,,,,,,,,,,36.813,,,,10.598497924149834,32.11581222496929
3,ABW,2003,,,100.0,100.0,,,100143063.816809,,,,,,,,,,0.931500017642975,1.04816997051239,56.0,,,,,2.78970003128052,4.70420980453491,3.74866008758545,,,,,,,,98.0913171407559,,,,,,,,,,,,,,,,,,,,,,,35.882,,,,10.970755920274154,31.48617706268345
4,ABW,2004,,,100.0,100.0,,,116820377.091318,,,,,,,,,,0.923409998416901,0.999769985675812,48.0,,,,,,,3.45685005187988,28.42047,10.97108,,,,,,98.1307215920388,,,,,,,,,,,,,,,,,,,,,,,35.0,,,,11.364258139040034,30.806760494877956
5,ABW,2005,,,100.0,100.0,,,106927002.786302,,,,,,,,,,0.938030004501343,1.00364005565643,23.0,,,,,,,2.35020995140076,26.76837,11.48529,,,,,,98.1701260433217,,,,,,,,,,,,,,,,,,,,,,,38.691,,,,11.775678440339371,30.35682050664902
6,ABW,2006,,,100.0,100.0,,,118376478.140783,,,,,,,,,,0.955470025539398,0.988430023193359,,,,,,,,,,,,,,,,98.2095304946046,,,,,,,,,,,,,,,,,,,,,,,41.694,,,,12.163913425588012,30.248908882367836
7,ABW,2007,,,100.0,100.0,,,99287625.6983242,,,,,,,,,,0.956110000610352,1.02982997894287,,,,,,,,1.19597995281219,,,,,,,,98.2489349458875,,,,,,,,,,,,,,,,,,,,,,,41.108,,,,12.536327024355703,30.246212400607785
8,ABW,2008,,,100.0,100.0,,,123504502.793296,,,,,,,,,,0.960789978504181,1.07120001316071,6.0,,,,,,,0.494069993495941,,,,,,,,98.2883393971704,,,,,,,,,,,,,,,,,,,,,,,39.81,,,,12.92462340926026,30.254372251362447
9,ABW,2009,,,100.0,100.0,,,136306776.536313,,,,,,,,,,0.971279978752136,1.04987001419067,154.0,,,,,2.83592009544373,7.81759023666382,5.37134981155396,,,,,,,,98.3277438484533,,,,,,,,,,,,,,,,,,,,,,,39.777,,,,13.349830685074238,30.223437816561027
10,ABW,2010,,,100.0,100.0,,,152222234.636871,,,,99.3230972290039,1.00360000133514,98.9657287597656,99.1384124755859,96.7197799682617,96.9405288696289,0.986959993839264,1.05181002616882,80.0,,,,,,,,,,,,,,,98.3671482997362,,,,,,,,,,,,,,,,,,,,,,,39.323,,,,13.798136779289916,29.79292777515419
11,ABW,2011,,,100.0,100.0,,,138015821.22905,,,,,,,,,,0.971710026264191,1.05606997013092,,,,,,,,,,,,,,,,98.4065527510191,,,,,,,,,,,,,,,,,,,,,,,38.895,,,,14.299859957845898,28.978823928818976
12,ABW,2012,,,100.0,100.0,,,171263403.583505,,,,,,,,,,1.02507996559143,1.01760005950928,,,,,,,,,31.29913,20.72298,,,,,,98.445957202302,,,,,,,,,,,,,,,,,,,,,,,37.903,,,,14.891708137660334,28.2526109203056
13,ABW,2013,,,100.0,100.0,,,175759623.644738,,,,,,,,,,0.978100001811981,,,,,,,,,,31.47156,21.67269,,,,,,98.4853616535849,,,,,,,,,,,,,,,,,,,,,,,37.026,,,,15.554627115103406,27.722303460761783
14,ABW,2014,,,100.0,100.0,,,163312826.486939,,,,,,,,,,0.968640029430389,,,,,,,,,,34.43069,20.02153,,,,,,98.5247661048679,,,,,,,,,,,,,,,,,,,,,,,35.15,,,,16.27913425675582,27.35604453503043
15,ABW,2015,,,100.0,100.0,,,174477003.10819,,,,,,,,,,0.964263737201691,,,,,,,,,,30.67691,25.09833,,,,,,98.5641705561508,,,,,,,,,,,,,,,,,,,,,,,28.989,,,,17.0831892676855,27.107392296521677
16,ABW,2016,,,100.0,100.0,,,163850845.134458,,,,,,,,,,,,,,,,,,,,33.24558,18.39152,,,,,,98.6035750074337,,,,,,,,,,,,,,,,,,,,,,,27.419,,,,17.964692231185765,26.90490661951597
17,ABW,2017,,,100.0,100.0,,,168054043.970204,,,,,,,,,,,,,,,,,,,,,,,,,,,98.6429794587166,,,,,,,,,,,,,,,,,,,,,,,24.888,,,,18.90440090034108,26.695389204192388
18,ABW,2018,,,100.0,100.0,,,171842707.140957,,,,,,,,,,,,,,,,,,,,,,,,,,,98.6823839099995,,,,,,,,,,,,,,,,,,,,,,,20.086,,,,19.9201591292096,26.448324446777356
19,ABW,2019,,,100.0,100.0,,,184967216.19328,,,,,,,,,,,,,,,,,,,,,,,,,,,98.7217883612824,,,,,,,,,,,,,,,,,,,,,,,18.906,,,,20.9963920874746,26.14285121853444
20,ABW,2020,,,100.0,100.0,,,146213324.962984,,,,99.4100036621094,0.997789978981018,99.629997253418,99.5199966430664,98.0,97.9700012207031,,,,,,,,,,,,,,,,,,98.7611928125653,,,,,,,,,,,,,,,,,,,,,,,16.522,,,,22.060107245292432,25.62525113965443
21,ABW,2021,,,100.0,100.0,,,174471453.093207,,,,,,,,,,,,,,,,,,,,,,,,,,,98.8005972638482,,,,,,,,,,,,,,,,,,,,,,,14.154,,,,22.97447280799112,24.830743618201996
22,ABW,2022,,,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.8400017151311,,,,,,,,,,,,,,,,,,,,,,,13.697,,,,23.872177839527613,24.01806182702327
23,AFE,2000,3.4699771561813364,32.43171442385164,8.619522040989493,53.665955607748856,,,,,,,67.8590087890625,0.90504002571106,74.9794311523438,71.3045883178711,54.9210586547852,70.7704925537109,0.885129988193512,0.848450005054474,,,,,,,,,,,8.336718593211222,24.620394351211896,,,68.320069485626,22.40836397412212,40.939281549837595,43.17952283723681,,,1.47840762791936,2.7933905224982363,2.1748054505687433,16.49107163401111,30.690236636609644,,,,,,,,,,,,,,123.13476913190758,,,,5.462842276214146,85.76893056165065
24,AFE,2001,3.642009673712452,32.82868263829109,,53.23724928074189,,,,,,,68.3917922973633,0.915059983730316,74.7400131225586,71.4994201660156,56.0166702270508,71.3914413452148,0.888729989528656,0.839410006999969,,,,,,,,,,,,,,,,22.76007215143394,,38.24037333178838,,,1.3548901831085545,2.831091199632377,2.1361879391608034,16.55653153782295,30.57327887670403,,,,,,,,,,,,,,123.62917041778772,,,,5.445348067384915,85.04793355428696
25,AFE,2002,3.849941635994616,33.24773929577449,,55.351235222807766,,,,,,,68.3202667236328,0.871209979057312,78.4198379516602,73.2587203979492,55.3688011169434,72.8219223022461,0.886640012264252,0.837670028209686,,,,,,,,,,,,,,,,23.12713029141288,,35.389393824298786,,,1.2801402950284344,2.762646318586225,2.0644612621020935,16.513810096793506,29.772004818250167,,,,,,,,,,,,,,121.93691147960162,,,,5.4277401436575605,84.34258320039143
26,AFE,2003,4.054107969616864,33.70205881422651,9.753038577887814,56.33517420425584,,,,,,,68.8299407958984,0.877910017967224,78.4023208618164,73.59716796875,56.059268951416,73.2292098999023,0.891460001468658,0.831809997558594,,,,,,,,,,,,,,,,23.49697421146959,,50.84605407927947,,,1.2116497978679492,2.7017037757086086,1.999627371496506,16.421849852264504,29.02922180438738,,,,,,,,,,,,,,119.55751635167763,,,,5.409491900605463,83.69334483274953
27,AFE,2004,4.285291056845838,34.194895465507734,10.918456841407966,56.98183536828151,,,,,,,70.2496337890625,0.884720027446747,79.4032211303711,74.7098999023438,57.3186798095703,74.5489501953125,0.899609982967377,0.818899989128113,,,,,,,,,,,,,,,,23.86445216468912,,62.559208392440695,,,1.1482492039768797,2.666157316861293,1.9500950540223887,16.470784866131257,28.92269962399709,,,,,,,,,,,,,,118.82321192638275,,,,5.393491805909297,83.09715094138065
28,AFE,2005,4.4901870727281725,34.5846959954121,10.417716329788307,58.06142506932491,,,,,,,68.5828704833984,0.88630998134613,77.3804397583008,72.9349899291992,55.9393615722656,72.4775695800781,0.90896999835968,0.817049980163574,,,,,,,,,,,,,,,,24.363308363707965,,69.48528633040661,,,1.0891708759643917,2.6205304253225497,1.8972174794176748,16.253153090404396,28.91565314573487,,,,,,,,,,,,,,117.58424043576848,,,,5.383261261923345,82.5817085786381
29,AFE,2006,4.734117326126425,35.13673034882273,12.540041487464984,58.61026800578837,,,,,,,66.0631790161133,0.868990004062653,76.0232772827148,71.0184936523438,54.014030456543,70.7482528686523,0.91907000541687,0.81564998626709,,,,,,,,,,,,,,,,24.8601409383834,,76.04112404346613,,,1.0933788371934468,2.6338050111444176,1.9070925868526345,16.457021325502303,28.98439862623113,,,,,,,,,,,,,,116.4013069618451,,,,5.375327851044632,82.12385217939861
30,AFE,2007,4.996842242940081,35.69313109122374,12.533392547121242,60.76960442990706,,,,,,,67.6760101318359,0.883159995079041,76.6291427612305,72.0632781982422,55.0689888000488,71.1080474853516,0.921670019626617,0.807969987392426,,,,,,,,,,,,,,,,25.33604069783331,,85.1519403196774,,,1.0567221754405969,2.5028157419344756,1.821496934183016,16.790558833127527,29.48113353657553,,,,,,,,,,,,,,115.06087742100684,,,,5.368210353493373,81.70542241793925
31,AFE,2008,5.2390063601874415,36.03878858612354,12.982310842316076,58.88268126310281,,,,,,,68.0944137573242,0.883180022239685,77.1014404296875,72.5775527954102,55.5635795593262,71.4521102905273,0.927680015563965,0.820330023765564,,,,,,,,,,,,,,,,25.866290853885346,,87.54614379762849,,,0.9583885084103506,2.595512457621275,1.8252230823373736,17.270638648961476,29.651090143393603,,,,,,,,,,,,,,114.93340873269156,,,,5.362260337250637,81.33814486548039
32,AFE,2009,5.457239937523774,36.50279649848295,15.521474679563015,61.22638291431869,,36.68710898913402,,,,,68.924690246582,0.889490008354187,77.4881820678711,73.1475524902344,56.439510345459,72.0353012084961,0.936850011348724,0.827509999275208,,,,,,,,,,,,,,,,26.407328028488852,,91.1372255372862,,,0.9279949720674114,2.536245610102659,1.7807886914640243,17.366526244644,29.6265491972187,,,,,,,,,,,,,,112.60237094903474,,,,5.363426612563202,80.99046997218778
33,AFE,2010,5.686399953526102,36.805327590558385,14.47103584330749,62.9672127765816,,41.35295883940152,,,,,70.450813293457,0.897210001945496,78.521842956543,74.4617919921875,57.1015014648438,72.5764236450195,0.940020024776459,0.838620007038116,,,,,,,,,29.29918,22.78235,8.948708519959965,31.89640450216439,,,77.22614962140383,26.94781810083366,52.47278138112612,105.42661796810027,,,0.9968722048167316,2.702881791146611,1.9045967221518147,16.734409637433433,29.331155098737376,,,,,,,,,,,,,,111.75871321260564,,,,5.378026919681667,80.60920519373792
34,AFE,2011,5.959238618862823,37.162243465949345,16.109616956203343,65.87126316168904,,40.58921338653472,,,,,73.8720321655273,0.920080006122589,80.288818359375,77.0632095336914,59.7411193847656,74.2978668212891,0.927760004997253,0.852720022201538,,,,,,,,,,,,,,,,27.09018145990053,,113.68971389581556,,,1.0719057156988945,2.816061553379282,2.0003119192764096,17.175231225556608,29.730649899783927,,,,,,,,,,,,,,111.55859456988246,,,,5.404896555664811,80.19247528205209
35,AFE,2012,6.202220555615209,37.485980304312456,19.369552306447773,66.62502258766074,,40.84713441255172,,,,,75.959098815918,0.928250014781952,81.8305969238281,78.8458404541016,61.5093116760254,75.6544723510742,0.935400009155273,0.860400021076202,,,,,,,,,,,,,,,,27.62140428062575,,110.50101366619882,,,1.1766550411330066,2.9125633729606073,2.1014605962156008,17.73388606052412,30.1753403744897,,,,,,,,,,,,,,109.53216960808888,,,,5.43879946635491,79.77784728724674
36,AFE,2013,6.453239692755033,37.7840288495253,18.688707487117004,66.7916678655417,,38.605496531186674,,,,,77.2116622924805,0.936249971389771,82.4686279296875,79.8282623291016,62.6071815490723,76.5160827636719,0.944930016994476,0.877089977264404,,,,,,,,,,17.566854999999997,,,,,,28.160925445341753,,108.33514472530878,,,1.2647065673667053,2.976910821171942,2.176358838143314,18.22940500022561,30.421953654994084,,,,,,,,,,,,,,108.09279585575769,,,,5.473611757565818,79.35277928252573
37,AFE,2014,6.72881936065962,38.08093121317979,17.619475230678695,65.99603215782783,,38.24751459916265,,,,,77.9345016479492,0.943080008029938,82.6380615234375,80.2557220458984,63.2671318054199,76.7924880981445,0.95074999332428,0.882290005683899,,,,,,,,,,,,,,,,28.721572907242457,,101.82343930630311,,,1.345702188529892,3.04423497017178,2.250308082831419,18.64534102851571,30.670238864195596,,,,,,,,,,,,,,107.69771499355645,,,,5.509917618503977,78.87491289361408
38,AFE,2015,7.005876550574384,38.42228186119217,16.500170577850458,67.02584853590814,,37.23901466990614,,,,,78.5646820068359,0.949129998683929,82.7752532958984,80.6486511230469,64.0143890380859,76.9662399291992,0.961650013923645,0.878520011901855,,,,,,,,,,,10.22880104052427,36.85976506181628,,,,29.30584711498277,,93.77484780254127,,,1.3631337196270952,3.0485199842566777,2.2610924212912216,18.9132274848733,30.847315354801697,,,,,,,,,,,,,,105.50183295561004,,,,5.5441474777455255,78.31196929719505
39,AFE,2016,7.3085714281656,38.722108259370835,24.605860906752767,68.9055370724704,,39.90890429466968,,,,,79.5488510131836,0.957849979400635,83.049560546875,81.2534332275391,65.0719299316406,77.4823684692383,0.964749991893768,0.889829993247986,,,,,,,,,,,,,,,,29.843790825225756,,88.74456591456732,,,1.422694735946759,3.0715223542208583,2.3009786544577326,18.996522997392535,30.75156903615093,,,,,,,,,,,,,,103.22282549862884,,,,5.584599803635623,77.79838643587796
40,AFE,2017,7.547225990787448,38.993157285801686,25.396928687214725,70.67765179195528,,40.62732242230727,,,,,80.3528671264648,0.968649983406067,82.9531707763672,81.6320190429688,65.3260269165039,77.0223922729492,0.962369978427887,0.892059981822968,,,,,,,,,,,,,,,,30.382473657782988,,92.93286294913392,,,1.4625598572231115,3.073316305979212,2.3188006899343736,19.280122224520213,30.69789569883557,,,,,,,,,,,,,,100.96352629023038,,,,5.631777106184916,77.29702427330493
41,AFE,2018,7.875917244207388,39.33787177431042,27.037527888726043,71.56863853030285,,36.5902610040963,,,,,80.8298110961914,0.973609983921051,83.0206909179688,81.9253768920898,65.7786331176758,77.2993698120117,0.958050012588501,0.892270028591156,,,,,,,,,,,,,,,,30.730435948225864,,92.96425086975952,,,1.500843256817041,3.0840635455012517,2.3415987336954083,19.37630410060604,30.63606587370215,,,,,,,,,,,,,,99.49170264823172,,,,5.677017123881472,76.69067933266996
42,AFE,2019,8.243018268881743,39.69527931854642,29.137913736168613,72.63015818609887,,41.48166192936324,,,,,81.5547103881836,0.978250026702881,83.367561340332,82.4619979858398,67.2897796630859,78.2399978637695,0.960449993610382,0.888279974460602,,,,,,,,,,,10.897658485971656,40.08249775474673,,,85.76675878001558,31.158408470198584,68.55202727715479,89.94454602595289,,,1.5723752027910998,3.0968643055878755,2.3811632500071207,19.377004048378847,30.435632372659786,,,,,,,,,,,,,,99.08557225878408,,,,5.718424223185937,76.02856400281127
43,AFE,2020,8.545483107437002,40.13784720189246,31.00104943822371,74.12741886812724,,37.08664180041976,,,,,81.8242492675781,0.981230020523071,83.3893966674805,82.5907211303711,67.5369873046875,78.318603515625,0.962589979171753,0.893459975719452,,,,,,,,,,,,,,,,31.548449572028662,,81.4924179824656,,,1.6859088324944858,3.0024880129680445,2.3849343421765195,18.85249825903958,29.694823771718983,,,,,,,,,,,,,,97.41358476955112,,,,5.733110540630369,75.31086155386349
44,AFE,2021,8.906710920785313,40.52220920219851,32.777909638310646,75.56670239667027,,38.03959204358882,,,,,82.187141418457,0.986829996109009,83.2841796875,82.7390670776367,67.4540100097656,77.9536285400391,,,,,,,,,,,,,,,,,,31.501567579318785,,92.28638644957093,,,1.7285240712512129,3.0486664492004656,2.428410349629952,18.956560769416026,29.80906273788935,,,,,,,,,,,,,,96.18144230610562,,,,5.706199425588569,74.56514897259308
45,AFE,2022,9.261319669800754,41.011131759951375,33.74790671443567,75.92212145787522,,34.9223995616018,,,,,82.6022720336914,0.991199970245361,83.3357391357422,82.9689407348633,67.54541015625,77.890022277832,,,,,,,,,,,,,,,,,,31.74633271772727,,,,,1.7015032395805614,3.0345972140881106,2.4099918948098806,20.164670520618216,29.393837217163288,,,,,,,,,,,,,,94.68818080860083,,,,5.662352684936116,73.79999002631713
46,AFG,2000,0.8,25.3,,73.4,,,,,,,,,,,,,0.0,,,,,,,,,,,,8.17558808319085,32.0097632220991,11.0933263091436,,36.9,20.9709193555198,12.4,,,,0.0285774470912136,0.421336792884466,0.358246701835103,1.47792539518632,8.87913869806198,,,,,,,,,,,,,,152.572,,,,4.7603142505270775,103.58632038781955
47,AFG,2001,1.0,29.9,,74.8,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,11.1052211474061,,,20.9823486569015,,,,,0.0282463254297009,0.401304795105165,0.34099527215363,1.64906124647831,8.85613673731593,,,,,,,,,,,,,,150.863,,,,4.77509788390734,104.21478774641876
48,AFG,2002,1.3,35.1,,76.1,,,,,,,,,,,,,0.456930011510849,,,,,,,,,,,,,,12.0077331734354,,,22.5413387666176,,17.00758553,,,0.0308566370867004,0.432334689082731,0.366854457005739,1.43090887683194,9.10819892987142,,,,,,,,,,,,,,148.141,,,,4.791608909985508,104.55554794604532
49,AFG,2003,1.6,40.25,2.1,77.5,,,,,,,,,,,,,0.562200009822845,0.350760012865067,,,,,,,,,,,,,12.9099215252666,,16.1,24.1003328260197,14.3,17.81492424,,,0.0344043391696507,0.464083686804942,0.393352568537683,1.52807431337261,9.32301100785359,,,,,,,,,,,,,,143.37,,,,4.804548051446197,104.64298441735951
50,AFG,2004,1.9,45.3,7.8,78.8,,,,,,,,,,,,,0.432819992303848,0.209610000252724,,,,,,,,,,,,,13.8186837545214,,,25.6662399387279,,21.42946434,,,0.0368534261283704,0.46487262029352,0.393815973441002,1.68568988550633,9.4611959154412,,,,,,,,,,,,,,138.827,,,,4.806580158495537,104.48023968302668
51,AFG,2005,2.4,50.2,15.4,74.0,,,,,,,,,,,,,0.583339989185333,0.3264200091362,,,,,,,,,,,,,14.733852939883,,,27.2391887360031,,25.10707283,,,0.0410739836714081,0.480103554664446,0.406664698076382,1.68201329854389,9.67326267077074,,,,,,,,,,,,,,133.071,,,,4.78196430833589,103.18264032645016
52,AFG,2006,3.0,54.7,19.3,81.6,26331224207.86,36.76415373288876,,,,,,,,,,,0.623570024967194,0.36353999376297,,,,,,,,,,,,,15.6484265825764,,30.3,28.8122662344939,18.9,28.91982269,,,0.0459116936217396,0.498929441317798,0.424077175352879,1.7776704579908,9.83565471732942,,,,,,,,,,,,,,126.106,,,,4.750411084143858,101.5757799772727
53,AFG,2007,3.6,59.2,25.0,83.0,33218848621.98,28.227782078453615,,,,15.6950311948272,,,,,,,0.613789975643158,0.375039994716644,,,,,,,,,,,,,16.5625231156134,,,30.4665336124326,,32.71720505,,,0.0528148351003482,0.538352122873852,0.459028643607561,1.701050645732,10.1003323467861,,,,,,,,,,,,,,125.858,,,,4.803680825177613,103.53444407634692
54,AFG,2008,4.3,62.9,28.0,89.9,47962990763.1604,18.360575110037352,,,,,,,,,,,0.636420011520386,0.425500005483627,,,,,,,,,,,,,17.4760103900168,,36.0,32.128704614959,24.0,39.96989822,,,0.0585579404891425,0.571476385987258,0.488448300014883,1.77596942022237,10.2804610038887,,,,,,,,,,,,,,128.171,,,,4.849388368248561,104.39099016656048
55,AFG,2009,5.1,66.4,36.7,85.9,63579897946.9927,23.453538333486357,338502672.678568,,,,,,,,,,0.657500028610229,0.481350004673004,,,,,,,,,,,,,18.3888843398134,,,33.7989577403427,,43.26076889,,,0.0899227411189625,0.705576734753415,0.606451203569049,1.83091828024573,10.8631474461549,,,,,,,,,,,,,,120.635,,,,4.830453701319561,102.01532069119628
56,AFG,2010,5.9,69.4,30.2,82.8,85992779309.2457,23.280114798407144,444324240.243129,,,,,,,,,,0.679809987545013,0.497850000858307,,,,,,,,,26.69373,9.03217,11.0309239785858,40.8191640676136,19.301139222627,,59.6,35.4774709901664,34.3,46.57987976,,,0.13328797006024,0.847776716079806,0.732702331196668,1.94818580262974,11.4868164390804,,,,,,,,,,,,,,120.82,,,,4.834730209368164,100.5986861436427
57,AFG,2011,7.0,72.0,29.6,86.6,111121830657.831,21.968339589704655,520334664.430149,,,,32.1132202148438,0.518970012664795,61.8790702819824,46.9900512695312,17.0178394317627,45.4170989990234,0.712580025196075,0.554260015487671,,,,,,,,,26.62432,8.98621,,,20.2128842346224,,47.9,37.16457222165,38.6,52.36304855,,,0.191748208594459,0.982584707393602,0.852739446132598,2.39708565095114,12.0428199571324,39.3108282475604,53.8317981608774,50.0,60.6891717524396,46.1682018391226,50.0,9.3,,,,11.77,19.37,17.37,116.454,,,,4.8091488109972795,97.77682319129836
58,AFG,2012,8.0,74.3,60.8,95.0,125459289713.989,28.80936728303385,569623570.938043,,,,,,,,,,0.72026002407074,0.557489991188049,,,,,,,,,25.39486,12.74171,,,21.1239963442836,,51.2,38.8603050336229,39.9,52.61354065,,,0.28122668072657,1.16841519304262,1.01923580344974,2.61270320237759,12.7404191221282,,,,,,,,,,,,,,111.286,,,,4.767237122741078,94.5331227452646
59,AFG,2013,9.0,76.1,60.2,92.2,138204000000.0,28.830520248577812,576468821.935881,,,,,,,,,,0.702859997749329,0.552259981632233,,,,,,,,,25.77935,11.75683,,,22.0344697184414,,,40.564852379778,,56.30554199,,,0.692153267388837,1.7487610255534,1.56122873996822,3.060037852617,13.411193779205,,,,,,,,,,,,,,106.537,,,,4.7374874770086315,92.38804617585498
60,AFG,2014,10.2,78.0,86.5,98.7,149401548434.855,28.533680195014277,612803653.538383,,,,,,,,,,0.698249995708466,0.556400001049042,,,,,,,,,25.39206,12.41128,,,22.9443007139289,,63.2,42.2784026530125,45.2,60.18957901,,,1.6218407609061,2.51419226665579,2.34716057764203,3.62920391656024,13.973668582618,,,,,,,,7.86,7.38,10.621,,,,101.454,,,,4.690796787229189,90.0159003100492
61,AFG,2015,11.4,79.5,64.6,92.5,150437286925.943,33.42082247875374,523532102.941459,,,,28.9699993133545,0.360323369503021,80.4000015258789,64.3400039672852,,,0.68080997467041,0.557900011539459,,,,,,,,,24.3563,15.95379,16.3899646832828,44.2190527205372,23.8535895499243,,58.6,44.0013086436901,50.5,60.05854034,,55.9,1.54183924572303,2.42169236775915,2.24855970683173,4.34682453457847,14.6373612019738,,,,,,,,,,,,,,97.415,8.8,34.8,12.1,4.6442456380074955,88.39820202603212
62,AFG,2016,12.6,80.5,97.1,99.5,161642607456.21,30.093259461454725,472166739.725436,,,,,,,,,,0.679369986057281,0.571280002593994,,,,,,,,,21.83389,,,,24.7622201760444,,,45.7336021554717,,61.48645782,,,1.43628478426751,2.33115884756186,2.1461955417059,5.10378533965672,15.3309032570101,,,,,,,,,,,,,,94.018,,,,4.606350886700883,87.40577403330379
63,AFG,2017,13.5,81.6,97.1,99.5,171165920815.0,33.95078467230332,496707377.967453,,,,,,,,,,0.676169991493225,0.568419992923737,,,,,,,,,22.25369,,,,25.6714172375918,,70.2,47.4776157981306,53.4,66.90921783,,,1.31886526126728,2.27232612311157,2.06539446620659,5.98066464037419,16.1012006125498,,,,,,,,15.46,12.283,16.155,,,,90.342,,,,4.572686609547709,85.97040749645679
64,AFG,2018,14.5,82.6,91.6,98.8,,,482833320.042869,,,,,,,,,,0.666909992694855,0.57098001241684,,,,,,,,,,,,,26.5813145377719,,65.2,49.2341444226923,58.8,71.33430481,,,1.06083892273105,2.06772369436829,1.85747621026253,6.79286733770535,16.7091130362903,,,,,,,,,,,,,,88.431,,,,4.551607034241336,84.53984409231214
65,AFG,2019,15.6,83.2,97.1,99.5,,,498263992.940825,,,,,,,,,,0.671689987182617,,,,,,,,,,,,17.2884637273119,49.7810848710223,27.4917341128464,,,51.0034810931108,,74.23410797,,,0.861191116866774,1.97723206713244,1.75439024461642,7.60826738585308,17.5410650791263,,,,,,,,,,,,,,86.803,,,,4.536900979863376,83.11242057216262
66,AFG,2020,16.4,83.8,97.1,99.5,,,527512991.719678,-13409757567.434143,,,,,,,,,,,,,,,,,,,,,,,28.4025051496417,,,52.6490009350063,61.8,80.28805542,,,0.731483389106358,1.85238506868056,1.64325876937881,7.59819952807953,17.5163614171643,,,,,,,,14.384,11.103,12.569,,,,84.296,,,,4.494552727491699,81.46499687055183
67,AFG,2021,17.4,84.5,97.1,99.5,,,386856048.870212,-16075521030.435272,,,41.5937194824219,0.583819985389709,71.2439422607422,55.9294013977051,22.6007804870605,52.0634307861328,,,,,,,,,,,,,,,29.3138430014086,,,54.298589737252,,81.31976318,,,0.690137430369356,1.78068270376152,1.59642292353191,8.47114379505803,19.5994597485145,,,,,,,,9.781,6.754,8.879,,,,82.565,,,,4.437871824614169,80.16138519251913
68,AFG,2022,18.5,85.0,81.7,95.9,,,,-18224534105.740143,,,,,,,,,,,,,,,,,,,,,,,30.0340981310563,,,55.9519412878114,,,,,0.362038282321936,1.6982356487509,1.62021239725822,8.87820208030503,18.8412047363374,,,,,,,,,,,,,,79.735,,,,4.395300154979428,79.17505935864322
