Country,Year,GC.XPN.COMP.ZS,NY.ADJ.AEDU.CD,SE.ADT.LITR.FE.ZS,SE.ADT.LITR.MA.ZS,SH.H2O.SMDW.ZS,SL.UEM.ADVN.ZS,SP.POP.DPND.OL,SP.POP.DPND.YG,Cluster
LMY,2012,34.27879656266119,13939733330.832481,77.1513900756836,86.966667175293,61.1041745398763,6.705022136331512,9.33958735002416,44.86824267324104,1
LMY,2013,30.776861384820215,13939733330.832481,77.3421096801758,87.0250396728516,61.9429937763791,6.705022136331512,9.50678775939148,44.62556214140555,1
LMY,2014,31.24499708194635,13939733330.832481,78.1250228881836,87.4365921020508,62.78125035570574,6.705022136331512,9.714222325482726,44.402118197827654,1
LMY,2015,33.396344351802185,13939733330.832481,78.4618225097656,87.6278533935547,63.63096730087985,6.705022136331512,9.97234352397762,44.16596572846299,1
LMY,2016,33.32112323232046,13939733330.832481,79.1627197265625,88.0626831054688,64.46452290817206,6.705022136331512,10.256903708264636,43.91627751259812,1
LMY,2017,33.95078467230332,13939733330.832481,79.5448608398438,88.2202224731445,65.28628952012038,6.705022136331512,10.57243627887654,43.68523235316301,1
LMY,2018,31.614945170106985,13939733330.832481,79.740119934082,88.2073211669922,66.09108439310172,6.705022136331512,10.913384883432762,43.42678104545786,1
LMY,2019,32.839593863737996,13939733330.832481,79.9843673706055,88.2823181152344,66.87856393479493,6.705022136331512,11.259332094789324,43.11179862916787,1
LMY,2020,31.797685953695535,13939733330.832481,80.359001159668,88.4407424926758,67.62801387703443,6.705022136331512,11.590014477719524,42.74083475071307,1
LMY,2021,29.424932250676523,13939733330.832481,80.5986328125,88.5836029052734,68.27969797593641,6.705022136331512,11.855688405991378,42.32151019727685,1
LMY,2022,28.33264294594551,13939733330.832481,80.9572677612305,88.7075271606445,68.8059710676649,6.705022136331512,12.117124756766383,41.90697602953482,1
LSO,2000,43.36856085288744,81285102.9179516,92.0464477539062,79.9957809448242,8.85261668155209,6.705022136331512,7.835616049580898,69.42159461691075,1
LSO,2001,39.4105075983305,89340118.7394732,75.20600496011687,84.45580889242832,9.72005050264255,6.705022136331512,7.866330337609082,68.23724938259427,1
LSO,2002,38.26241900423828,73912536.2907588,75.20600496011687,84.45580889242832,10.6104269256094,6.705022136331512,7.879580211366398,67.15216155045253,1
LSO,2003,37.03018271139675,143643447.042183,75.20600496011687,84.45580889242832,11.5238148692864,6.705022136331512,7.873795054484494,66.1473176865046,1
LSO,2004,37.80569247893147,163550337.678804,75.20600496011687,84.45580889242832,12.4615956322682,6.705022136331512,7.849132204170023,65.23786358674994,1
LSO,2005,36.10948027621683,189519948.239587,75.20600496011687,84.45580889242832,13.4224474798429,6.705022136331512,7.792206661395877,64.38707913498678,1
LSO,2006,31.4130422931302,207961890.427527,75.20600496011687,84.45580889242832,14.408210007123,6.705022136331512,7.6781862129311165,63.57983833938333,1
LSO,2007,33.74852898177467,222733698.583472,75.20600496011687,84.45580889242832,15.370615691576,6.705022136331512,7.524815332744228,62.64059162155438,1
LSO,2008,29.846383802526365,232796393.378686,75.20600496011687,84.45580889242832,16.3546204645558,6.705022136331512,7.358578862323473,61.77318360543998,1
LSO,2009,34.97182802345733,215183022.004858,84.9639587402344,65.5219573974609,17.3590283596396,6.705022136331512,7.2014319401078986,61.162982068905414,1
LSO,2010,40.535866750246456,259584282.46486,75.20600496011687,84.45580889242832,18.3857193340094,6.705022136331512,7.072178445068649,60.53062881669111,1
LSO,2011,40.220533665542966,268510956.098808,75.20600496011687,84.45580889242832,19.4345230802161,6.705022136331512,6.96534723581023,59.85758038938616,1
LSO,2012,40.05561415372425,241429651.508505,75.20600496011687,84.45580889242832,20.3828074785916,6.705022136331512,6.888866433580566,59.21278874719589,1
LSO,2013,40.78900569446265,217519611.357376,75.20600496011687,84.45580889242832,21.2300947389349,6.705022136331512,6.860010264195278,58.67120973039327,1
LSO,2014,42.50885230602944,208170782.769663,84.9348907470703,67.7474670410156,22.0892423225197,6.705022136331512,6.889607062625626,58.26563670042959,1
LSO,2015,42.813965207918194,192878530.116916,75.20600496011687,84.45580889242832,22.9609405043365,6.705022136331512,6.885901289973827,57.891707533338256,1
LSO,2016,41.80901234267595,167142827.163991,75.20600496011687,84.45580889242832,23.8441191493482,6.705022136331512,6.833928268932864,57.49492382090459,1
LSO,2017,44.535061594045246,173356702.180994,75.20600496011687,84.45580889242832,24.739469269916,6.705022136331512,6.8043087564734375,57.03592215495189,1
LSO,2018,45.148017511276315,179573771.257046,75.20600496011687,84.45580889242832,25.6507852521301,6.705022136331512,6.796771451836267,56.50405054413399,1
LSO,2019,43.45943875138746,174098834.193736,75.20600496011687,84.45580889242832,26.5776930448547,12.171,6.817521761744831,56.00341779550727,1
LSO,2020,41.207659618422085,157405499.527582,75.20600496011687,84.45580889242832,27.5216836619161,6.705022136331512,6.840220226856723,55.59870573483418,1
LSO,2021,45.128665096699834,178295268.200053,75.20600496011687,84.45580889242832,27.8657329770812,6.705022136331512,6.820479555754804,55.27090019189903,1
LSO,2022,44.66005991864392,13939733330.832481,89.7600021362305,73.9400024414062,28.2174874193037,6.705022136331512,6.786025441194419,54.962463926507574,1
LTE,2000,28.33264294594551,13939733330.832481,88.1204299926758,94.3728103637695,67.31455981363356,3.966648420401409,10.71957716614186,37.295524858276586,1
LTE,2001,28.33264294594551,13939733330.832481,88.6037216186523,94.6806335449219,67.31455981363356,6.705022136331512,10.884163834448398,35.99318613604145,1
LTE,2002,26.71776852959163,13939733330.832481,88.9843978881836,94.8654022216797,67.31455981363356,6.705022136331512,11.046252282068563,34.544763759425706,1
LTE,2003,29.20593560412056,13939733330.832481,89.4578323364258,95.1238479614258,67.31455981363356,6.705022136331512,11.208314942457244,33.15534873121714,1
LTE,2004,24.717364322440993,13939733330.832481,89.7380676269531,95.232536315918,67.31455981363356,6.705022136331512,11.354185624342756,31.86857773002659,1
LTE,2005,25.47786887960171,13939733330.832481,90.1599731445312,95.4423980712891,67.31455981363356,6.705022136331512,11.480892424154128,30.574687250912728,1
LTE,2006,25.09198308011914,13939733330.832481,90.4603729248047,95.5825119018555,67.31455981363356,6.705022136331512,11.619017771337935,29.52606851059127,0
LTE,2007,27.12884121908982,13939733330.832481,91.8468322753906,96.1358337402344,67.31455981363356,6.705022136331512,11.744111590781651,28.82571186490852,1
LTE,2008,26.623542067284134,13939733330.832481,92.1240615844727,96.2512817382812,67.31455981363356,6.705022136331512,11.831488021975776,28.29649042244084,0
